"","Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","yld4","yld5","GNDVI_62","NDVI_62","GNDVI_76","NDVI_76","GNDVI_90","NDVI_90","GNDVI_96","NDVI_96","GNDVI_104","NDVI_104","GNDVI_114","NDVI_114","GNDVI_130","NDVI_130","GNDVI_138","NDVI_138","GNDVI_144","NDVI_144","GNDVI_150","NDVI_150","GNDVI_160","NDVI_160","GNDVI_166","NDVI_166","GNDVI_174","NDVI_174","GNDVI_180","NDVI_180","GNDVI_256","NDVI_256","GNDVI_264","NDVI_264","GNDVI_270","NDVI_270","GNDVI_278","GNDVI_284","NDVI_284","GNDVI_292","NDVI_292","sca_yld1","sca_yld2","sca_yld3","sca_yld4","sca_yld5","sca_yld1_pred_slr","sca_yld2_pred_slr","sca_yld3_pred_slr","sca_yld5_pred_slr"
"33","NUMEX_BILL_MELTON_CA_2019","1","332","5","1",9.7,4.95,7.1,0.25,7.15,-0.0941554005054755,0.455963161,-0.0641017160091532,0.458864633,0.066371102873773,0.478384656,0.299992463720346,0.542333026,0.204629482502053,0.475556698,0.344276051009466,0.580663927,0.212768423535596,0.494202091,0.182877160906187,0.410497161,0.297805079244543,0.547379664,0.236195714543383,0.449403498,-0.00337124144557254,0.192245937,-0.023042389207171,0.465506552,0.115272125673024,0.356969103,0.288687968551973,0.525398811,0.012563925468215,0.378723156,0.176116084436807,0.426430879,0.266786383196945,0.533181188,0.224910009644389,0.207105763917567,0.433582012,0.283796927655145,0.501386946,0.244096640663511,0.160515945827928,0.230816734850551,0.0268161284583153,0.490419135479157,0.0408763674847732,-0.00502433150680476,0.00418224055759753,0.0493269823204856
"34","NUMEX_BILL_MELTON_CA_2019","1","333","5","2",10.75,6.55,8.65,0.95,8,-0.0675949254621841,0.476834662,-0.0289308037473235,0.460118033,0.0286613589258094,0.484900607,0.270900344339298,0.51387286,0.194942567725809,0.444770387,0.339284359497136,0.583039312,0.257030951623845,0.50311635,0.184219810504266,0.430712169,0.34112647527976,0.569970637,0.306426792682799,0.487022398,0.0696289640399191,0.228022534,0.0436920286497625,0.458535577,0.151568210922069,0.394250267,0.277049445460819,0.530245319,0.0691010157210002,0.452919987,0.214044685654697,0.478254104,0.346165725653445,0.569877579,0.231995920235712,0.221578575410203,0.438520096,0.282828177085608,0.50989081,0.270519472900283,0.212399887913722,0.281206303726376,0.101901288141598,0.54872071102563,-0.0398674106826065,-0.0643266501783376,-0.0481813050124302,-0.0199712076992652
"35","NUMEX_BILL_MELTON_CA_2019","2","334","5","3",10.05,6.2,7.45,0.8,7,-0.0586449457291867,0.486009437,-0.0112029115356559,0.459395383,0.0192761780876968,0.476660199,0.256407744260754,0.506906807,0.178581454954553,0.445439245,0.311762330728307,0.58344979,0.229564857630352,0.482388032,0.150417083957479,0.436633462,0.33836065398376,0.580414038,0.299966738206943,0.490788463,0.0615376050196814,0.246375219,0.0469225347694867,0.456999503,0.127838799128148,0.386528956,0.260521250796318,0.531725854,0.0485719452863561,0.509317085,0.16509257997463,0.443293851,0.312526973452221,0.569179925,0.203202106619378,0.201325791135475,0.409706157,0.24993492891772,0.477234465,0.252904251409101,0.201050275582455,0.242195024596705,0.0858116110666089,0.480130622147426,-0.0577835004853411,-0.0936405152117631,-0.0884380420613677,-0.0678083454110439
"36","NUMEX_BILL_MELTON_CA_2019","2","335","5","4",9.55,6.75,7.35,1.05,7.2,-0.0796882810205573,0.484444668,-0.0227277452419701,0.465358293,-0.00694000735260272,0.493692948,0.251755295834232,0.503882071,0.168109222191695,0.447604683,0.309112509860164,0.583658567,0.224856099461772,0.482031492,0.141549796226929,0.431771785,0.334940416292596,0.567142755,0.311785928838582,0.499242722,0.0605500877234977,0.243975748,0.0789573359794219,0.452652791,0.126990974567395,0.4086565,0.265097661056548,0.520811383,0.0439332265510584,0.491644874,0.168956019660955,0.435976959,0.323370067242432,0.568394209,0.200039507847137,0.202861697789244,0.413056179,0.271339141147984,0.496966467,0.240321950343972,0.218885380674447,0.238944084669232,0.112627739524924,0.493848639923067,-0.102689781519432,-0.0387233984973332,-0.0925122256790111,-0.0538141133313368
"37","NUMEX_BILL_MELTON_CA_2019","3","336","5","5",11,6.8,8,0.95,7.55,-0.0597081539142966,0.492229766,-0.00119600625076945,0.473413904,0.0132507348086314,0.476951118,0.285210698585427,0.521618249,0.180722523650625,0.454801085,0.345427100160992,0.59809206,0.274285091503297,0.504057617,0.154462839253654,0.449769118,0.355894871770195,0.578594708,0.320001137503446,0.501839292,0.0433083478561465,0.2606981,0.0722029507567959,0.457771268,0.124318019262361,0.413098239,0.281043795630104,0.533689974,0.052961423201626,0.475770136,0.169174664894016,0.445789082,0.329853563414173,0.566200712,0.204417091722172,0.202623985323655,0.409503868,0.314204172866767,0.526310324,0.276810623432847,0.220506753864628,0.260075194197804,0.101901288141598,0.517855171030438,-0.0838404178152446,-0.0980861291456867,-0.128690946308899,-0.106407685308764
"38","NUMEX_BILL_MELTON_CA_2019","3","337","5","6",10,6.2,7.25,0.65,6.75,-0.0581827716405109,0.493810632,-0.00961991748627719,0.468531598,0.0191665192158897,0.470447023,0.262538933991705,0.510542597,0.150887357162764,0.461411402,0.335762807715807,0.59301415,0.238235916944806,0.487203792,0.139520374116308,0.452657292,0.321147254010686,0.565751465,0.286479055535905,0.485527992,0.0203927593629202,0.183540413,0.0505695040373199,0.45851164,0.0941073672656881,0.398955781,0.268328392706999,0.534143618,0.0145355147818678,0.489621039,0.131770027351792,0.442297246,0.30953069193539,0.559613306,0.180554177563333,0.184108776866372,0.400537579,0.283127773455214,0.513856651,0.251646021302588,0.201050275582455,0.23569314474176,0.0697219339916198,0.462983099927875,-0.0627528445386649,-0.0375889437653332,-0.0686236638503165,-0.0882365025781101
"39","NUMEX_BILL_MELTON_CA_2019","4","338","5","7",10.5,7.1,7.85,0.9,7.1,-0.0648226463179795,0.487805893,-0.00784441623262559,0.46704846,0.0318363960585044,0.48278118,0.258005599851281,0.512664692,0.181099179352593,0.452306965,0.338905700953755,0.595310042,0.246156602390902,0.495943697,0.17249663899265,0.465904459,0.349362520864447,0.576202592,0.327690155907418,0.521749155,0.0311624537782159,0.218111696,0.0760149809927638,0.447507226,0.113692764238758,0.454094677,0.302179204667139,0.538227509,0.0373758600309417,0.494969009,0.143859140555178,0.466598764,0.31794012976401,0.559184529,0.204436344657733,0.184971747676862,0.406278397,0.298204095535688,0.51648911,0.264228322367718,0.230234993005714,0.255198784306595,0.096538062449935,0.486989631035247,-0.0889729320183349,-0.0428018265258762,-0.114844446898163,-0.0861411626163681
"40","NUMEX_BILL_MELTON_CA_2019","4","339","5","8",9.05,5.25,6.3,0.55,6.65,-0.0702496681682668,0.499874463,0.00408414228625581,0.470407855,0.0199319546499215,0.469875625,0.250436231128515,0.507972037,0.177100921400892,0.458309478,0.335180397836149,0.59070582,0.225508391069449,0.476947789,0.188689874874921,0.421663439,0.334881086093365,0.549382146,0.239142027896503,0.453943381,-0.0139990423064983,0.213961252,0.0352190436263292,0.447899549,0.0900441435632939,0.380613187,0.321364604769979,0.545223231,0.0233620929912447,0.454204609,0.133379355313471,0.411185626,0.275087916060474,0.514909506,0.201207199833914,0.210246794887756,0.428427612,0.330671855137889,0.53218136,0.227739649278843,0.170244184969014,0.204809215430771,0.0589954826082936,0.456124091040055,-0.0786717429544534,0.0374717715319144,-0.017861483352317,-0.060479382334794
"41","AFX_149092","4","340","6","8",8,4.55,6.3,0.4,6.7,-0.0686656255392376,0.49009595,-0.000499894711046824,0.462879234,0.0207669172898649,0.495899969,0.234514063628724,0.503585476,0.163876682285489,0.442786271,0.333923136264267,0.560401771,0.263585464438411,0.504444182,0.191553296683225,0.408607239,0.341691430073259,0.543306873,0.241463933573875,0.449654789,-0.00814585702776683,0.224059898,0.0853843670478257,0.450806751,0.093531300187624,0.362972262,0.337095977073641,0.541843764,0.00426293119986554,0.484969006,0.142419642186197,0.407005814,0.300727553780374,0.534992296,0.211028692945968,0.217716534086164,0.43219607,0.341931792624633,0.536295473,0.201316817042071,0.147544960306479,0.204809215430771,0.0429058055333045,0.459553595483965,-0.0898892228942162,-0.0110158153919052,-0.0444699195232483,-0.107427417515956
"42","NM1713PAR","4","341","6","7",7,4.15,5.85,0.45,5.05,-0.132219552120394,0.486068323,-0.0660369629263353,0.456533757,-0.0106619708208521,0.492504674,0.187153501596465,0.491197466,0.129842491914592,0.443684311,0.304344653088008,0.548707305,0.175538440321108,0.465403763,0.139336605159747,0.414028194,0.298981809482968,0.515520911,0.22862182579223,0.437788292,0.0185902024572258,0.185942108,0.0481646978333293,0.445521365,0.0769823832384334,0.371364683,0.297161169954033,0.515089163,-0.0649270829643024,0.512307358,0.0719156294950266,0.430608468,0.223622875675781,0.487552309,0.176313713313907,0.188247316681626,0.402860776,0.295466972709361,0.514646803,0.176152214911812,0.13457397478503,0.190179985757144,0.0482690312249675,0.346379948834929,-0.0641646468964283,0.0147510289889324,-0.0472327687705919,-0.0588239963483994
"43","NUMEX_BILL_MELTON_FG2011","3","342","6","6",7.85,4.55,5.7,0.55,5.9,-0.107199954993721,0.49957127,-0.0483262722906063,0.453798597,-0.0146548289356958,0.488820229,0.21379013938526,0.502591634,0.112734512006379,0.458204635,0.319597193154686,0.564944593,0.163156764473537,0.465969349,0.113005205778941,0.405011595,0.291259189185911,0.520624781,0.221829183812206,0.431957178,0.0109799227031417,0.159127485,0.0184345390847213,0.449515515,0.0640275432883827,0.362464224,0.259780626555025,0.523825068,-0.0330305951754847,0.481282049,0.0911410955310819,0.458469329,0.260717977014865,0.535754691,0.146527765936295,0.160385494581622,0.391136123,0.279548984344586,0.517755832,0.197542126722532,0.147544960306479,0.185303575865935,0.0589954826082936,0.404681524381402,-0.081030565897801,-0.00148085787344372,-0.0298861987296377,-0.071247371199735
"44","SW_8888","3","343","6","5",8.05,4.2,6.5,0.6,5.9,-0.108398132346505,0.485579961,-0.047792649544318,0.451017639,-0.00287841067888912,0.484691089,0.231322717269416,0.512235793,0.145274404891099,0.448472209,0.323358299515388,0.569598774,0.225814874046339,0.482385217,0.124163290687326,0.41683713,0.313056846996619,0.527136325,0.241698324556518,0.441497007,0.03154117036094,0.21775001,0.0329060418466913,0.452489294,0.0926908016299443,0.393322548,0.279733135828729,0.513153449,0.00167375017473809,0.493251495,0.123583903432624,0.422350652,0.272277019396285,0.53040215,0.171931768406242,0.179641902490116,0.371035654,0.291248959894322,0.482273084,0.202575047148584,0.136195347975211,0.211311095285716,0.0643587082999567,0.404681524381402,-0.062768176288189,-0.050076174361325,-0.0716768819366168,-0.0814848395793763
"45","NM1705PAR","2","344","6","4",9.55,6.4,8.55,0.8,7.1,-0.0802800368836766,0.474739646,-0.0272305639530081,0.457678151,0.0180172682551371,0.480581767,0.263323212744276,0.518007099,0.169148627109308,0.440183488,0.325974495292248,0.580884548,0.280152315659042,0.516025551,0.158450108792804,0.456658455,0.3561330662906,0.575136203,0.325233116427071,0.501807228,0.0655860043190054,0.245812293,0.119146073800697,0.46479318,0.13309784056455,0.407395247,0.298748803280821,0.528984104,0.0444348881025434,0.490490549,0.171352826677526,0.441232891,0.335733450394058,0.583205517,0.208559072274271,0.211620629466956,0.424824265,0.296009901911181,0.523209715,0.240321950343972,0.207535768343179,0.277955363798903,0.0858116110666089,0.486989631035247,-0.0866861669242523,-0.0400690105191356,-0.0865709719455332,-0.0959686590244514
"46","DONA_ANA","2","345","6","3",9.4,5.95,8.3,1,8.2,-0.0780923603667323,0.477458503,-0.0367411042870199,0.452418301,0.0347837165706298,0.480571858,0.26760127690853,0.524351353,0.17333995822695,0.454532411,0.339617402470682,0.584319291,0.288892179418985,0.517530902,0.168116470372766,0.449411257,0.35309743862404,0.573022886,0.30984600262712,0.493182597,0.0578463249685458,0.228562252,0.111281035253703,0.4620141,0.137195317515777,0.396173156,0.297465219609637,0.541246653,0.062884387861397,0.470541336,0.191142248470664,0.466618219,0.345415325111167,0.593487559,0.231288785029823,0.223079968009612,0.428339396,0.273542025365495,0.510999082,0.236547260024433,0.192943409631549,0.269828013980222,0.107264513833261,0.562438728801271,-0.0340465260483429,-0.0369274406809996,-0.061106771149111,-0.017640929868498
"47","AFX_149092","1","346","6","2",9.55,5.6,8.6,0.8,7.75,-0.0815551765690484,0.477528615,-0.041518159277055,0.458408138,0.0421731928659022,0.475815578,0.274668969096224,0.525343227,0.197951485238098,0.448484046,0.354372356384242,0.58519776,0.322244784286084,0.534963286,0.201372689715838,0.433439268,0.367466399954786,0.571263293,0.321622895749809,0.490468129,0.0664441365965856,0.228606333,0.0948517044221481,0.461757285,0.155746549837117,0.404648126,0.310283778101007,0.532592617,0.053134712835255,0.48751407,0.206487369735209,0.471352522,0.362404648358985,0.573762465,0.236798981847287,0.236314590884137,0.444001504,0.307591852264967,0.528393428,0.240321950343972,0.181593797300282,0.279580833762639,0.0858116110666089,0.531573188806079,0.0649131980699239,0.00400403189642411,-0.0162620664659113,0.0123996523331806
"48","DONA_ANA","1","347","6","1",9.55,4.85,7.7,0.8,7.65,-0.101200043940423,0.466911943,-0.0672154576838944,0.464709058,0.0671568543194275,0.475094827,0.297433364715097,0.548994928,0.201484635358532,0.482545476,0.36493263011644,0.590146042,0.273554628516692,0.520867723,0.209353060021969,0.420899272,0.326210243447505,0.558248086,0.271107725650943,0.473743762,0.00931898209272116,0.225575063,0.0326004932320087,0.471337924,0.143568582270308,0.39775443,0.321147517785998,0.539465885,0.0522483833479209,0.407991855,0.220363300302459,0.480856985,0.343477160304,0.566802822,0.249278063257036,0.230339571407863,0.454540477,0.311163262771944,0.528430129,0.240321950343972,0.157273199447565,0.250322374415386,0.0858116110666089,0.524714179918259,0.0512815872666014,0.0474617395666468,0.0246016471342257,0.0642367563098172
"49","NM170506PAR","1","348","7","1",10.9,5.75,8.9,0.95,8.25,-0.0843369380457338,0.469194254,-0.051205000301997,0.461806167,0.0596550450910005,0.493231264,0.290460590580253,0.552370284,0.220387931626826,0.474023999,0.350429579269208,0.595835546,0.300126925993704,0.539393018,0.216423076165741,0.44064932,0.352096133378068,0.576929752,0.318409299939656,0.479173656,0.0179363971134044,0.240902656,0.0578358671398342,0.472350756,0.156788028554391,0.406281379,0.333340790651213,0.542152423,0.0402581865901995,0.429946223,0.210879098748002,0.475421201,0.327374436491797,0.570297873,0.241962036703152,0.236070383138546,0.45284507,0.337047593767483,0.554665174,0.274294163219821,0.186457916870825,0.289333653545057,0.101901288141598,0.565868233245181,0.0913848703671671,0.0394730875399465,0.0216733274453711,0.0557389864950401
"50","NUMEX_BILL_MELTON_CA_2019","1","349","7","2",10.45,5.7,7.95,0.75,7.75,-0.0821984670817021,0.486773115,-0.0435241183727628,0.465212317,0.0346559496542297,0.484967497,0.261837236463662,0.536018157,0.200984429429252,0.459024809,0.335675579479356,0.596229477,0.260812011765419,0.504022713,0.175440766021607,0.414774731,0.352245703539543,0.567263145,0.311568584943433,0.478341364,0.0428691361232229,0.214012741,0.0256693108917618,0.452964019,0.123150977974672,0.39494572,0.30915108547513,0.542315711,0.0237682113473983,0.506329377,0.188313652649687,0.469862478,0.317856172727954,0.56258308,0.200971495972805,0.208374771416348,0.409714826,0.288024380850191,0.49502993,0.262970092261205,0.184836543680644,0.258449724234068,0.0804483853749459,0.531573188806079,0.0640520853889643,-0.0242863227356557,-0.0177143681043617,0.0161136967880241
"51","SW_8421S","2","350","7","3",9.5,5.3,8.15,0.9,7.55,-0.0754092234844832,0.483911205,-0.0421681784949213,0.464446745,0.0326539017733264,0.477355998,0.251212249204868,0.51935592,0.167875541043579,0.457965627,0.308526613473718,0.593822844,0.291555141608645,0.517544225,0.161479314172712,0.420591858,0.365712015999682,0.578926442,0.303266487019385,0.473984044,0.0387826714553217,0.216330168,0.0941929528310243,0.458039137,0.122398535889894,0.381408112,0.310743391424218,0.550976129,0.0401772527814499,0.494282056,0.177411646188991,0.446845388,0.332975788296473,0.586031748,0.210189547854955,0.205297054264249,0.409406498,0.27695501223368,0.509309815,0.239063720237459,0.171865558159195,0.264951604089013,0.096538062449935,0.517855171030438,0.0339949421802357,0.013101914510817,-0.0372347978308968,-0.0253035405322175
"52","NM1713PAR","2","351","7","4",8.75,4.6,6.5,0.6,5.15,-0.130205860650905,0.494746608,-0.0719887474142019,0.460725999,0.00805811100817184,0.487602403,0.224668285225481,0.503271348,0.154753941248233,0.455558584,0.34238313250761,0.583193918,0.220011953787571,0.486785606,0.139427266673915,0.413316008,0.342802803075412,0.541351516,0.261835353663698,0.459672259,0.0313505061857185,0.184977302,0.0471989238743068,0.447174519,0.101045868302865,0.366061325,0.300761644258039,0.536742926,-0.0689745273249855,0.562789567,0.0645520296825597,0.437944228,0.178659803166863,0.471635188,0.150660334420225,0.172292468071196,0.387653181,0.278073353957259,0.501942431,0.220190268639765,0.14916633349666,0.211311095285716,0.0643587082999567,0.353238957722749,0.0568759358560002,0.0290549830207024,-0.0298805663346822,-0.00937992421413508
"53","SW_9720","3","352","7","5",9.6,5.1,7.1,0.75,6.2,-0.0796536909300704,0.480704411,-0.0360315126177077,0.453992444,0.0180575897501242,0.480060272,0.260025866202007,0.519643524,0.158775497885167,0.448971325,0.340783883229887,0.598784028,0.273972432144303,0.501324641,0.138573950296327,0.437851434,0.347952434876896,0.542449861,0.268988277578989,0.450796704,0.0251008077743863,0.222706178,0.0517993794213212,0.447117803,0.0835308011462558,0.386957525,0.297306380628292,0.516548294,-0.0257227796600683,0.501223823,0.122582956619923,0.433519493,0.2469464800565,0.517970213,0.17232105178417,0.190275031596912,0.38572523,0.294149983846317,0.497487875,0.241580180450485,0.165380065398471,0.230816734850551,0.0804483853749459,0.425258551044863,-0.023013542701757,-0.00771851439105789,-0.0418984479639888,-0.0472530795230453
"54","AMERISTAND_803T","3","353","7","6",8.95,5.1,7.45,0.8,6.55,-0.0783111279496461,0.480416232,-0.0373341392685833,0.460243922,0.0207848581955782,0.48279746,0.259586368379756,0.511266668,0.144863444780742,0.459357447,0.341541821678244,0.607189699,0.276502983423834,0.497587348,0.153445455083907,0.439336419,0.359706120849573,0.555892784,0.284372696492545,0.458607392,0.0111404542576554,0.182783246,0.07798197157557,0.439947465,0.097163966109805,0.367953187,0.291527925434665,0.550252862,-0.014783445212237,0.50029944,0.129447946475887,0.435697528,0.303414653136114,0.54660803,0.171768592526074,0.188647211812605,0.40487477,0.297323126463368,0.516098835,0.225223189065817,0.165380065398471,0.242195024596705,0.0858116110666089,0.449265082152235,-0.0560815936076918,-0.0266405720032947,-0.0327912339259888,-0.100625215705933
"55","TMA_990","4","354","7","7",10.25,5.8,7.7,1.1,7.25,-0.0529054555732132,0.476381588,-0.0154068086944836,0.447620146,0.0595151001872743,0.463361266,0.279292698206014,0.513815771,0.185533011996598,0.436718129,0.3650510826885,0.598274497,0.280241125803311,0.498674571,0.181678537895277,0.446982378,0.378490168684508,0.556574083,0.306623916764348,0.469688726,0.0201189066458573,0.223926523,0.0929741901526432,0.426804194,0.105929553514583,0.4042629,0.330884381919962,0.536441894,0.0203036691156634,0.436146845,0.170280097829627,0.461639307,0.339834947345207,0.559895739,0.191720514864737,0.161995204616768,0.371245421,0.263409474277585,0.468342721,0.257937171835153,0.188079290061006,0.250322374415386,0.117990965216587,0.497278144366977,-0.0988142607533276,-0.0291181837213638,-0.0491419587487529,-0.0882842522584991
"56","NUMEX_BILL_MELTON_FG2011","4","355","7","8",8.1,4.25,5.4,0.35,5.3,-0.106103736394445,0.497245708,-0.0386064156286354,0.466100998,0.014774151055432,0.495342374,0.227848409160226,0.502998515,0.163017800708587,0.454897634,0.354417163922327,0.573194652,0.189712218195118,0.47630733,0.154989430055933,0.37515624,0.318187980809632,0.517692347,0.213904656661763,0.427718766,-0.0156268790426838,0.278015946,0.0145607280176813,0.445978634,0.0532108554468903,0.378790972,0.323528319371305,0.534322808,-0.0773153976055799,0.520880407,0.059262195627291,0.36616846,0.195356272424651,0.474569941,0.144195064076457,0.170689601790534,0.39724471,0.31634777678936,0.51199104,0.203833277255097,0.137816721165392,0.175550756083518,0.0375425798416414,0.36352747105448,-0.0518549381600018,0.0760673809270937,0.0283043169465293,-0.0341602296998041
"57","NUMEX_BILL_MELTON_CA_2019","4","356","8","8",8.75,4.5,6.2,0.4,6.35,-0.0989412992340945,0.490786988,-0.0426815140096864,0.467119363,0.0130954611823493,0.490771369,0.228204023384165,0.502421701,0.159735382165528,0.450392294,0.366095848050015,0.575763205,0.201457621391893,0.477663685,0.158853090468234,0.376668742,0.333202162343192,0.522533229,0.211630155242546,0.419164366,-0.021253247089869,0.27591872,0.0242762179990432,0.449220138,0.0633665299977454,0.388124127,0.328439699123781,0.545281001,-0.0348155488877602,0.502571868,0.113649665012965,0.378904211,0.277642339349607,0.510736232,0.151130889408384,0.169190739417684,0.395831358,0.317177789502177,0.50273449,0.220190268639765,0.145923587116298,0.201558275503298,0.0429058055333045,0.435547064376594,0.0300212065470322,0.0784453596758572,0.0295523674783464,-0.0549204470087137
"58","NUMEX_BILL_MELTON_CA_2019","4","357","8","7",8.85,4.85,6.5,0.5,6.55,-0.111033844644798,0.47102678,-0.0617512416434086,0.460615502,0.00479702945484092,0.48402785,0.232459947172814,0.507624981,0.145947654043096,0.443868644,0.345421312745129,0.581017536,0.18944890979505,0.471539823,0.14442116790317,0.420937677,0.328738528725401,0.532047099,0.229430728122758,0.430847948,0.00490824544335555,0.190948574,0.0199149141194911,0.437773948,0.0576577302408191,0.383107785,0.30665706446999,0.532469004,-0.0328092469877395,0.488276527,0.126908488336219,0.397610819,0.295054513379627,0.533056918,0.161832035336509,0.171133216469012,0.39916617,0.284505810709519,0.510106477,0.222706728852791,0.157273199447565,0.211311095285716,0.0536322569166306,0.449265082152235,0.0211437887477873,0.0366276318582552,-0.024974104468941,-0.0455176572280896
"59","NUMEX_BILL_MELTON_CA_2019","3","358","8","6",9.3,5.15,6.65,0.55,6.55,-0.104553009981452,0.477620648,-0.0529004685122298,0.456845999,0.00100250445058328,0.473578119,0.250950321530975,0.511147307,0.12518036187632,0.434687208,0.350521718197009,0.598781863,0.188811323766011,0.470489718,0.122958290546711,0.389297528,0.327064450470048,0.535837696,0.240439288233618,0.436813764,-0.00223902728981428,0.190120443,0.0263625383952201,0.438949291,0.0609309921263947,0.373998639,0.280146103352181,0.549640951,-0.0270581867226741,0.499764197,0.110395735885077,0.411984635,0.28891995613368,0.533589763,0.143245496414771,0.179916023510533,0.415272233,0.301530185440612,0.54174088,0.234030799811407,0.167001438588652,0.216187505176925,0.0589954826082936,0.449265082152235,-0.000164065085385628,0.000132974606819638,-0.0317262367728001,-0.063410970804791
"60","NUMEX_BILL_MELTON_CA_2019","3","359","8","5",9.35,4.8,6.35,0.3,6.5,-0.103393393064932,0.484556234,-0.0616255107717724,0.454458871,0.00899604500941619,0.48202433,0.264737865137365,0.527812989,0.16312975944479,0.459883403,0.360118259143904,0.598831263,0.225699637435769,0.489040137,0.123883183729466,0.442133494,0.334496115226458,0.54076733,0.258904959216092,0.44983133,0.0160738583600902,0.217601188,0.0238982791102415,0.444868528,0.0689320718558417,0.397565407,0.291015759657244,0.529749313,-0.0181294561183812,0.501304352,0.125663898777359,0.423727207,0.28412080842584,0.527577386,0.156823160116568,0.188517440692911,0.406640219,0.314990394040232,0.530817726,0.23528902991792,0.155651826257384,0.206434685394507,0.0321793541499783,0.445835577708324,0.0170747776573478,0.0111109655052814,-0.0296324745857873,-0.0419933608476321
"61","NUMEX_BILL_MELTON_CA_2019","2","360","8","4",11.1,5.95,7.35,0.9,7.15,-0.0797171656274594,0.483738031,-0.0409449388691238,0.451401969,0.0182581876717424,0.464638373,0.264162783961736,0.522618567,0.163512329522778,0.441375012,0.359911979531169,0.610510054,0.237685255686622,0.495926433,0.147113987553255,0.438158505,0.364265026511108,0.559435245,0.274396014646229,0.462579953,0.0192593237277966,0.199818399,0.0188746827363912,0.454969849,0.092766799187513,0.391975867,0.292687249997956,0.543388897,-0.00534304766452879,0.48606791,0.138635191733954,0.413552682,0.285867748236791,0.534701933,0.181568917438106,0.205273200318752,0.425326185,0.307902345298794,0.544887016,0.279327083645873,0.192943409631549,0.238944084669232,0.096538062449935,0.490419135479157,0.0587069041928269,-0.0329971579605561,-0.0539935373831871,-0.0474936683622653
"62","NUMEX_BILL_MELTON_CA_2019","2","361","8","3",11.5,6.1,8.1,1.1,7.45,-0.0717509059718366,0.49597078,-0.0446147581498059,0.462665318,0.03702930634162,0.457362032,0.271125625078034,0.53272779,0.178401448814089,0.454073134,0.339734073412374,0.602067694,0.237442178412908,0.493094001,0.144014067998107,0.420460523,0.349671909943412,0.565780194,0.297281563667173,0.475457215,0.0103018725213669,0.177174387,0.0239242688056152,0.448516327,0.096261726266054,0.3678739,0.292135984956463,0.562411827,0.031477747730913,0.461250951,0.165609266131339,0.436893835,0.322298817004991,0.575710401,0.179023307396999,0.192884003945355,0.401978106,0.27708146244483,0.508767543,0.289392924497977,0.197807529202093,0.263326134125277,0.117990965216587,0.510996162142618,0.0999370855814968,0.0509150932694594,-0.0121271849677769,-0.00888564962861026
"63","NUMEX_BILL_MELTON_CA_2019","1","362","8","2",11.75,6.1,8.5,0.75,7.85,-0.0811707051526982,0.483463563,-0.0518773609571884,0.465095699,0.0488051056051345,0.483525643,0.296716738199775,0.560506779,0.211730962400067,0.477822924,0.393615715330933,0.611193284,0.280721867965396,0.51748993,0.183141778376561,0.420117304,0.369995760879193,0.568067903,0.326130420238941,0.485960575,0.0332204167024074,0.229162628,0.0289755853796956,0.460497031,0.124745740710669,0.409149101,0.322519871320324,0.556039581,0.0215386497978578,0.456728934,0.179089379211146,0.460685512,0.347073195726119,0.564968022,0.181694111790643,0.197925558853467,0.415478916,0.295872882085397,0.51483669,0.295684075030541,0.197807529202093,0.276329893835167,0.0804483853749459,0.538432197693899,0.0940915800311918,-0.102105780796469,-0.0564584295645078,-0.013100284391007
"64","NUMEX_BILL_MELTON_CA_2019","1","363","8","1",10.9,5.6,8.05,0.7,8.4,-0.0959799396897907,0.471883234,-0.0740951223035115,0.45685656,0.0449809803527115,0.481634668,0.28302230761705,0.558973943,0.212722346880215,0.475838778,0.386978685160976,0.595168986,0.249094607124454,0.504341723,0.205843200469449,0.413275147,0.337920033911492,0.55687373,0.29655638883112,0.473857722,0.0190946430949277,0.251797598,0.0217842628987138,0.462548629,0.129476054099445,0.382020574,0.330293596203185,0.553742321,0.038347536361857,0.358508428,0.204463226078825,0.473856527,0.335207129789997,0.558454891,0.216604652544312,0.218674573151602,0.435602199,0.329656220263322,0.548451211,0.274294163219821,0.181593797300282,0.26170066416154,0.0750851596832828,0.576156746576912,0.114170466449973,-0.0242130527956761,-0.00455272035027226,0.0346544247006911
"65","SW_9720","1","364","9","1",9.8,5.4,7.55,0.75,7.5,-0.103184153293252,0.498837622,-0.0794606858043454,0.464301107,0.0195768362931432,0.476524295,0.258839722481727,0.542210882,0.166015432491543,0.445487597,0.351578121865362,0.578197611,0.249168852376282,0.496299674,0.192022111568687,0.398668355,0.32344420357327,0.540847792,0.247085150515425,0.441165944,0.0147304154134547,0.232733616,0.0427208482551158,0.457914643,0.121481111288017,0.36554706,0.320144798574621,0.520734135,0.012404875488577,0.474580065,0.172825173796467,0.42733463,0.287995837147225,0.530784742,0.186557935528498,0.202402876773646,0.389142806,0.307455008683986,0.509375782,0.246613100876537,0.175108304539557,0.245445964524178,0.0804483853749459,0.514425666586528,0.0442801754020251,-0.0693451889199853,-0.0305168603452988,0.00958537941574126
