"plotNumber","germplasmName","replicate","rowNumber","colNumber","name","value","trait","doy","harvest","GDD_sum","loc","year"
120,"NM1703PAR",3,3,5,"NDRE_day.61.5013888888889.COMP.0005028",0.463877488980088,"NDRE",62,"1",208,"NMSU-NOR","2022"
121,"SW_9720",3,3,6,"NDRE_day.61.5013888888889.COMP.0005028",0.512867292,"NDRE",62,"1",208,"NMSU-NOR","2022"
122,"NUMEX_BILL_MELTON_CA_2019",4,3,7,"NDRE_day.61.5013888888889.COMP.0005028",0.47854570984404,"NDRE",62,"1",208,"NMSU-NOR","2022"
123,"AMERISTAND_803T",4,3,8,"NDRE_day.61.5013888888889.COMP.0005028",0.48812889496884,"NDRE",62,"1",208,"NMSU-NOR","2022"
124,"NM1702PAR",4,4,8,"NDRE_day.61.5013888888889.COMP.0005028",0.498104408003611,"NDRE",62,"1",208,"NMSU-NOR","2022"
125,"AFX_779",4,4,7,"NDRE_day.61.5013888888889.COMP.0005028",0.475205859222691,"NDRE",62,"1",208,"NMSU-NOR","2022"
126,"AFX_149092",3,4,6,"NDRE_day.61.5013888888889.COMP.0005028",0.459503393538069,"NDRE",62,"1",208,"NMSU-NOR","2022"
127,"NUMEX_BILL_MELTON_FG2011",3,4,5,"NDRE_day.61.5013888888889.COMP.0005028",0.466162679905722,"NDRE",62,"1",208,"NMSU-NOR","2022"
128,"NUMEX_BILL_MELTON_CA_2019",2,4,4,"NDRE_day.61.5013888888889.COMP.0005028",0.477089413770623,"NDRE",62,"1",208,"NMSU-NOR","2022"
129,"AFX_149092",2,4,3,"NDRE_day.61.5013888888889.COMP.0005028",0.461051942129918,"NDRE",62,"1",208,"NMSU-NOR","2022"
130,"TMA_990",1,4,2,"NDRE_day.61.5013888888889.COMP.0005028",0.492435086606264,"NDRE",62,"1",208,"NMSU-NOR","2022"
131,"NM1704PAR",1,4,1,"NDRE_day.61.5013888888889.COMP.0005028",0.452528458953914,"NDRE",62,"1",208,"NMSU-NOR","2022"
132,"NUMEX_BILL_MELTON_CA_2019",1,5,1,"NDRE_day.61.5013888888889.COMP.0005028",0.467667215184018,"NDRE",62,"1",208,"NMSU-NOR","2022"
133,"NUMEX_BILL_MELTON_CA_2019",1,5,2,"NDRE_day.61.5013888888889.COMP.0005028",0.464895775872156,"NDRE",62,"1",208,"NMSU-NOR","2022"
134,"NUMEX_BILL_MELTON_CA_2019",2,5,3,"NDRE_day.61.5013888888889.COMP.0005028",0.48026544974341,"NDRE",62,"1",208,"NMSU-NOR","2022"
135,"NUMEX_BILL_MELTON_CA_2019",2,5,4,"NDRE_day.61.5013888888889.COMP.0005028",0.495024683280795,"NDRE",62,"1",208,"NMSU-NOR","2022"
