,Germplasm,Rep,Row,Range,Plot,yld1,yld2,yld3,tot22,GNDVI_131,NDRE_131,NDVI_131,GNDVI_145,NDRE_145,NDVI_145,GNDVI_154,NDRE_154,NDVI_154,GNDVI_159,NDRE_159,NDVI_159,GNDVI_162,NDRE_162,NDVI_162,GNDVI_164,NDRE_164,NDVI_164,GNDVI_175,NDRE_175,NDVI_175,GNDVI_178,NDRE_178,NDVI_178,GNDVI_181,NDRE_181,NDVI_181,GNDVI_187,NDRE_187,NDVI_187,GNDVI_189,NDRE_189,NDVI_189,GNDVI_192,NDRE_192,NDVI_192,GNDVI_201,NDRE_201,NDVI_201,GNDVI_203,NDRE_203,NDVI_203,GNDVI_210,NDRE_210,NDVI_210,GNDVI_215,NDRE_215,NDVI_215,GNDVI_223,NDRE_223,NDVI_223,GNDVI_236,NDRE_236,NDVI_236,GNDVI_238,NDRE_238,NDVI_238,GNDVI_243,NDRE_243,NDVI_243,GNDVI_259,NDRE_259,NDVI_259,GNDVI_263,NDRE_263,NDVI_263
83,NY0651,3,3,26,323,2.08,1,0.52,3.6,0.324057846,0.319631521,0.583261363,0.288346596,0.354387516,0.554491911,0.229993731,0.42441912,0.525452656,0.06027657,0.35436328,0.417194309,0.033754417,0.511741958,0.464369674,0.05596454,0.291965682,0.371885464,0.255228129,0.296236013,0.506610431,0.166864642,0.288924033,0.492526117,0.305597016,0.413521754,0.551182592,0.226594097,0.318604122,0.511732141,0.234898258,0.324279242,0.468068594,0.251207676,0.314689555,0.492355621,0.239144397,0.362673423,0.385243756,0.067775076,0.396405127,0.396032268,0.061316682,0.381749144,0.384094971,0.136555681,0.444051635,0.379638666,0.330986284,0.367365672,0.528042946,0.190952298,0.247071501,0.425021064,0.203575064,0.270682837,0.448317545,0.207100667,0.309905641,0.447699566,0.145428506,0.21496483,0.30224474,0.132127113,0.323343239,0.37136875
84,VERNAL,3,3,25,324,2.02,0.69,0.58,3.29,0.298068589,0.315845598,0.551504921,0.279318595,0.367331933,0.554704561,0.20235569,0.408659097,0.515235596,0.045216335,0.385104991,0.436425936,-0.002297898,0.51642995,0.49148202,0.007435266,0.325720487,0.441824061,0.199779808,0.309848175,0.451875288,0.103825741,0.366790026,0.415607376,0.258239417,0.390279917,0.506498246,0.209283295,0.279618696,0.493913811,0.207493549,0.324756877,0.435721985,0.20916581,0.331379562,0.438417201,0.21317125,0.32965549,0.349185853,0.059055453,0.411554506,0.384774896,0.035356164,0.409482014,0.373789631,0.108851867,0.443305196,0.360217224,0.302073448,0.363383594,0.503900836,0.183218834,0.259620609,0.422995902,0.182273563,0.270532751,0.434268535,0.192445101,0.313405723,0.439685066,0.147977288,0.244341856,0.341342174,0.114430837,0.308352398,0.416909967
85,SW5210,3,3,24,325,2.37,0.72,0.54,3.63,0.342326808,0.383443293,0.591275083,0.308462142,0.404457613,0.551461868,0.253164629,0.443519234,0.52206749,0.059662455,0.33585469,0.422030052,0.031973781,0.503713034,0.469518589,0.059237348,0.300052022,0.383123992,0.267580013,0.357469206,0.530798821,0.19571589,0.248896012,0.507314318,0.32096637,0.456144183,0.558257411,0.245975388,0.300601955,0.516963918,0.250725153,0.320362862,0.492467267,0.268754066,0.318494108,0.5176592,0.270129503,0.396383848,0.409801031,0.06780586,0.390032522,0.383789147,0.079963451,0.367536069,0.389513423,0.181894387,0.444962448,0.411087258,0.357919781,0.43587471,0.542042879,0.218112479,0.293347055,0.445996871,0.234043052,0.319418041,0.462567849,0.221175198,0.335881969,0.441413278,0.181456754,0.237957031,0.30867837,0.145463562,0.259983038,0.355209444
86,EZRA,3,3,23,326,2.25,0.7,0.49,3.44,0.301130674,0.313822545,0.554337919,0.282895207,0.335800301,0.543638946,0.230222319,0.368335798,0.509325255,0.06032928,0.33307843,0.429868538,0.012544909,0.520366405,0.486109362,0.023865615,0.327187291,0.408458455,0.228375557,0.284876874,0.499040076,0.150671363,0.284770959,0.475406109,0.277147123,0.389109899,0.530410148,0.223893129,0.280268527,0.507872505,0.242170928,0.31241444,0.503879852,0.24452862,0.310041091,0.505447263,0.256029599,0.387104828,0.398341278,0.072808634,0.393041664,0.399999503,0.050914149,0.407368,0.394609234,0.169266536,0.434750083,0.410225721,0.316610722,0.357445709,0.511235373,0.17196335,0.240020727,0.407104822,0.191677573,0.25873644,0.438462567,0.178048902,0.292402814,0.403547823,0.153968152,0.211538596,0.29538401,0.116887849,0.314207389,0.376359872
87,SEEDWAY_9558,3,3,22,327,1.75,NA,0.43,NA,0.250821749,0.280391572,0.519890462,0.259420324,0.333948787,0.541006025,0.203663292,0.385351685,0.515713945,0.065467707,0.304743915,0.412846165,0.013876848,0.51333871,0.487474706,0.023424337,0.309436032,0.422457892,0.178866123,0.319550476,0.458894948,0.134073355,0.290821487,0.455608862,0.250685168,0.370128702,0.515725756,0.185039529,0.321341234,0.483665379,0.210050177,0.346932633,0.477177372,0.22557792,0.327050429,0.495257862,0.235389158,0.398044737,0.40437211,0.061763598,0.392010046,0.396939007,0.058178474,0.387584144,0.379296446,0.172262951,0.440295162,0.425361812,0.312067337,0.367458349,0.517009619,0.170341117,0.261192913,0.407869769,0.172050368,0.257956366,0.430634054,0.173699287,0.322718735,0.424117098,0.152588035,0.221745422,0.318712724,0.107142293,0.326262758,0.387189887
88,REGEN,3,3,21,328,1.95,NA,0.48,NA,0.276375658,0.306239626,0.537005701,0.275263027,0.337782622,0.544887823,0.196688845,0.387640221,0.525976496,0.065407411,0.29429132,0.412528912,0.015022938,0.510021362,0.484643258,0.033396903,0.293100401,0.405334306,0.202874134,0.28722924,0.497812579,0.157199917,0.261637218,0.475678656,0.261552036,0.392795775,0.520963969,0.200521406,0.285442097,0.488573679,0.225744539,0.338891955,0.480379774,0.23552903,0.328505684,0.482281351,0.232211697,0.386485207,0.372250389,0.062682323,0.383847955,0.39724814,0.04046968,0.396652872,0.370460769,0.153855297,0.435078676,0.404510493,0.3154862,0.359663715,0.517846168,0.175908915,0.2732594,0.414421108,0.179339593,0.279742412,0.437203811,0.196265159,0.341607109,0.436363258,0.163023849,0.238940209,0.323429063,0.107875097,0.326131488,0.390678743
89,HI-GEST_360,3,3,20,329,1.73,NA,0.47,NA,0.302297349,0.32589611,0.575540029,0.292084359,0.424063607,0.561394086,0.210224598,0.423263362,0.523982634,0.058690416,0.342375199,0.412935584,0.02028647,0.508866089,0.476304804,0.048979016,0.2917911,0.393953529,0.222307974,0.29180532,0.490377545,0.183549705,0.258630706,0.489838972,0.283457563,0.415017076,0.527958468,0.206794165,0.282727856,0.473276705,0.241861925,0.329397347,0.462463247,0.255983703,0.32221976,0.471288541,0.231720577,0.387836608,0.374959471,0.060889194,0.379360275,0.390232568,0.084376289,0.356549143,0.382560747,0.190065496,0.438944197,0.413903675,0.339621943,0.404263993,0.538410138,0.197839955,0.277784116,0.431842322,0.195210582,0.31210797,0.440952126,0.210949819,0.340705443,0.455612127,0.18306217,0.271674522,0.354297942,0.121736459,0.292875772,0.366583622
90,SW3407,3,3,19,330,1.8,NA,0.5,NA,0.310288318,0.38229995,0.557232863,0.297762658,0.455423603,0.538807542,0.227601908,0.43146049,0.49931794,0.056277863,0.399265691,0.420202732,0.012687053,0.495984368,0.468635159,0.053143796,0.29137455,0.380140976,0.24827193,0.344046684,0.50336329,0.189942982,0.329910629,0.470180299,0.26789545,0.432730537,0.498861773,0.206081669,0.266257672,0.447855541,0.226519386,0.339419596,0.421789048,0.234213578,0.34970987,0.42583381,0.194738472,0.349711883,0.32929428,0.071434415,0.364699308,0.407541459,0.073532622,0.368101601,0.376565224,0.196744084,0.438566939,0.421238003,0.326604022,0.408493042,0.516127451,0.214010357,0.300117673,0.420614216,0.201289525,0.338609626,0.428251739,0.206821334,0.302041193,0.411715384,0.195639555,0.276686648,0.338259118,0.139198475,0.276945519,0.370029446
91,SW4602Z,3,3,18,331,1.85,0.91,0.47,3.23,0.309108205,0.38566827,0.563070606,0.298048653,0.471762063,0.533310739,0.225272228,0.412207433,0.503661085,0.056846007,0.408577332,0.405690466,0.011436005,0.503095573,0.474591106,0.039523353,0.265813383,0.363886194,0.259074175,0.361191061,0.506101865,0.214231767,0.326611049,0.508445077,0.30070864,0.474126288,0.548558091,0.218684961,0.284021131,0.477154991,0.276243981,0.378267089,0.47548253,0.284366598,0.383173511,0.487226538,0.228588924,0.389268689,0.368911645,0.064495068,0.36070215,0.397074191,0.056994606,0.387378638,0.370202115,0.187743666,0.43334188,0.407410724,0.302701791,0.392527415,0.506449274,0.207890471,0.298285852,0.415413441,0.195065261,0.340208004,0.420776405,0.19587928,0.284513806,0.415021132,0.201811107,0.270960156,0.329382394,0.139884114,0.268093594,0.365105357
92,PERSIST_III,3,3,17,332,1.82,0.9,0.5,3.21,0.279788729,0.328995557,0.537528513,0.284083466,0.393010015,0.537993764,0.225474319,0.408988598,0.538064978,0.045065116,0.457360555,0.404099884,0.000375204,0.513170628,0.484702167,0.028970756,0.290027603,0.370545239,0.230655985,0.324644137,0.502983466,0.180598935,0.282916434,0.493093383,0.266804617,0.428952649,0.525882069,0.209318194,0.283208875,0.480066149,0.249632092,0.351610036,0.458861464,0.255292617,0.374100147,0.471047189,0.217746911,0.366564795,0.345482999,0.050132569,0.402138167,0.404895124,0.071945571,0.363475851,0.395870744,0.170155501,0.437547265,0.408923562,0.317961,0.403479482,0.522461122,0.215126695,0.312410822,0.45719608,0.200849986,0.33977451,0.457657627,0.192078316,0.285653111,0.413458644,0.198454176,0.286224414,0.359597938,0.128574302,0.293409556,0.399124475
93,SW315_LH,3,3,16,333,1.83,0.74,0.46,3.03,0.285280572,0.321884641,0.530840038,0.289178786,0.388611596,0.546557132,0.235110086,0.424756771,0.495297457,0.042582773,0.452594623,0.374011654,-0.00754642,0.519595374,0.495792539,0.007686966,0.303100473,0.389848282,0.192120078,0.305927785,0.453585737,0.175100758,0.26712331,0.471716636,0.258362417,0.404281869,0.525021469,0.210219088,0.287776482,0.47993719,0.261598753,0.361471756,0.481827542,0.277805013,0.372272287,0.496527965,0.23409053,0.381925943,0.372067816,0.050473255,0.396376596,0.387363209,0.07055792,0.36920394,0.393784525,0.162900264,0.43847344,0.400861255,0.289944783,0.372878716,0.492100332,0.17647516,0.26400766,0.402076286,0.176162126,0.312121965,0.425744018,0.171316372,0.276322541,0.40500555,0.193674052,0.277414346,0.346650711,0.126323358,0.278304634,0.385827125
94,N-R-GEE,3,3,15,334,1.85,0.78,0.43,3.07,0.287064426,0.282136181,0.557722065,0.281374433,0.346030865,0.557224248,0.217541443,0.407874624,0.532207592,0.031263089,0.447845673,0.383215306,-0.004195296,0.518275232,0.467717716,0.029951304,0.299412341,0.337231837,0.228616658,0.296837737,0.522533275,0.197532244,0.326625673,0.487109135,0.255628943,0.424010133,0.524395981,0.201421111,0.285048635,0.480135069,0.248029658,0.350172419,0.464716518,0.264478945,0.364890301,0.477102762,0.205752141,0.35996585,0.3475939,0.042134855,0.414121525,0.401519129,0.064079909,0.371273416,0.406529414,0.151604228,0.430513544,0.403092598,0.308533225,0.395283315,0.507236995,0.191010135,0.269003194,0.430982042,0.19073668,0.318335593,0.443834702,0.178567584,0.281156408,0.403411228,0.185204871,0.264728431,0.336600943,0.124562176,0.280765724,0.377371056
95,NY2003,3,3,14,335,1.93,0.82,0.53,3.28,0.318968154,0.382691709,0.565104777,0.290391228,0.409349664,0.56018128,0.22169468,0.473303278,0.519501773,0.020318778,0.449157723,0.395936062,-0.027745503,0.516998808,0.492531182,-0.005016002,0.321310775,0.436792472,0.204437523,0.307724909,0.455617485,0.209868406,0.387945646,0.463295382,0.256234048,0.416254072,0.52427712,0.204556658,0.275217823,0.474137706,0.265582973,0.340141599,0.470877177,0.284303524,0.362850704,0.487620914,0.226134257,0.363188602,0.35062149,0.038366048,0.426363088,0.390072113,0.040029324,0.39857731,0.423390007,0.145610594,0.438984017,0.398310166,0.298901933,0.407027725,0.495983555,0.190696704,0.262915456,0.430288306,0.18953222,0.307559206,0.426892921,0.181436961,0.279688423,0.404074616,0.186721503,0.270166427,0.32167611,0.11899002,0.254693127,0.372863016
96,LIGHTNING_BOLT,3,3,13,336,2.25,1.13,0.61,3.98,0.30643765,0.329915675,0.568551261,0.290627703,0.365910496,0.571500317,0.221148724,0.4384301,0.510712116,0.018399337,0.459366619,0.41039386,-0.007100846,0.499031759,0.471458507,0.048402084,0.314203709,0.392687119,0.259451759,0.339017545,0.543854533,0.268596752,0.367023655,0.512314282,0.280140502,0.440097967,0.552450141,0.238738321,0.29064173,0.516037279,0.305281967,0.35585228,0.511224211,0.313739237,0.385447137,0.519265904,0.257472132,0.371551741,0.369837416,0.046963984,0.411043738,0.391200461,0.100750264,0.332028388,0.408069807,0.21423422,0.438053773,0.437617816,0.356987427,0.464285941,0.546264104,0.230983624,0.313898984,0.480211897,0.237503354,0.31487067,0.471006826,0.220981335,0.307872796,0.444417422,0.217269524,0.297447642,0.369467214,0.143513995,0.247666536,0.371338899
97,PLUSS_III,3,3,12,337,2.06,1.1,0.56,3.72,0.303615981,0.338325835,0.560945977,0.304298101,0.391581576,0.577832963,0.213341737,0.428604233,0.50595948,0.015344055,0.451645535,0.416188953,0.000509409,0.491711548,0.467483119,0.069184853,0.297546575,0.376161716,0.274431141,0.368320685,0.541385617,0.291302964,0.3952819,0.527170649,0.301180546,0.444460796,0.565102885,0.259756078,0.312506247,0.517123646,0.342087065,0.370025597,0.533993822,0.333585678,0.404237969,0.535437194,0.264093726,0.387688512,0.38516671,0.055911179,0.389300483,0.397033415,0.106800479,0.338754771,0.416447693,0.236874747,0.440904301,0.449523112,0.357070895,0.452854547,0.540050023,0.21693198,0.28386981,0.456331696,0.234727686,0.321738102,0.458708533,0.218019035,0.313605333,0.432751621,0.213052939,0.282411994,0.352760788,0.145152444,0.248251534,0.343816783
98,NY1517,3,3,11,338,2.16,0.85,0.58,3.58,0.277608799,0.316785523,0.522196904,0.276793058,0.348574468,0.546896438,0.208767018,0.406993464,0.506428924,0.019963361,0.434469793,0.400183183,-0.017851804,0.522975248,0.485514862,0.021381793,0.283940798,0.398584254,0.214639243,0.291594656,0.484836654,0.231594964,0.356956975,0.481922007,0.255294804,0.400563719,0.529393654,0.235189394,0.248546253,0.504412351,0.318561761,0.328008064,0.521979527,0.293224565,0.404218397,0.506695282,0.24195204,0.381151958,0.380695027,0.064658115,0.368098534,0.389849144,0.060911543,0.394501623,0.426208884,0.188575607,0.431590665,0.418054426,0.311585489,0.386048914,0.511948398,0.187578146,0.234626145,0.452832188,0.206079193,0.309535933,0.467295036,0.201170671,0.319099695,0.437037171,0.219789982,0.306255523,0.38133003,0.158222912,0.263635253,0.387212701
99,NY1614,3,3,10,339,2.12,0.81,0.53,3.47,0.273085888,0.297772316,0.543863758,0.271111882,0.345656942,0.551572195,0.211195522,0.419253375,0.529210756,0.017303567,0.440517544,0.424117607,-0.025869508,0.517713093,0.480975774,0.022237068,0.278903587,0.359401695,0.187997923,0.312603957,0.50441399,0.214206444,0.372035767,0.495361034,0.24072879,0.394408742,0.526572538,0.213941641,0.24779112,0.498522366,0.279086287,0.331593677,0.484977463,0.245333682,0.393908841,0.463107342,0.193543289,0.351053659,0.335545949,0.070161442,0.351387726,0.391984325,0.055423146,0.401362007,0.424270594,0.180684814,0.434264359,0.419296628,0.296861567,0.350879368,0.509396789,0.181850941,0.237366062,0.44716651,0.202700808,0.328126299,0.471545572,0.206527376,0.335851325,0.44466332,0.208950863,0.29254852,0.367663436,0.148712792,0.26092815,0.372510889
100,NY0465,3,3,9,340,2.01,0.8,0.6,3.4,0.267701571,0.297467194,0.532997841,0.274986879,0.366394646,0.549236337,0.195711049,0.380350492,0.514729577,0.028655583,0.407468666,0.404367054,-0.023245535,0.507714759,0.495233606,0.018563182,0.262154298,0.327385809,0.202473942,0.291567473,0.504432758,0.203693435,0.332929053,0.499381196,0.240133462,0.404834955,0.525859852,0.223152871,0.231898448,0.494654678,0.268361431,0.320956473,0.46940907,0.232819812,0.404200813,0.444312428,0.177998532,0.32500194,0.317669124,0.080343723,0.330537221,0.398616239,0.042075587,0.430365221,0.424873077,0.153149487,0.441213462,0.402084896,0.290702249,0.333898506,0.505737816,0.180217107,0.251190988,0.452555591,0.195533142,0.349744939,0.466274749,0.212831941,0.352600758,0.447108914,0.202905517,0.307571982,0.365367028,0.134046711,0.257420992,0.381382048
101,ALGONQUIN,3,3,8,341,1.85,0.71,0.56,3.12,0.247592433,0.311703519,0.509524128,0.260126282,0.342000555,0.550778896,0.192520729,0.422266272,0.513866228,0.034009661,0.409212153,0.402669058,-0.02195804,0.50736242,0.481073033,0.021644111,0.239820644,0.318510371,0.173295811,0.300040326,0.473030443,0.180167266,0.286262009,0.482507908,0.233233928,0.410104252,0.516979591,0.209790904,0.244682254,0.487989452,0.250537793,0.338176798,0.447753813,0.212920866,0.391173226,0.422372974,0.144732213,0.324087514,0.310633549,0.078668228,0.336158122,0.406747459,0.056740198,0.410141192,0.43343913,0.149866717,0.435869036,0.406666642,0.277819402,0.316922065,0.493010216,0.187989032,0.250999208,0.453698019,0.191944091,0.340946,0.468279831,0.197749369,0.350760578,0.456615742,0.20020998,0.326677196,0.394454104,0.13316083,0.253930954,0.386685273
102,FSG_415BR,3,3,7,342,2.06,0.85,0.64,3.54,0.271143757,0.31456352,0.540028566,0.282878021,0.377236668,0.557571217,0.223436313,0.450996454,0.503090183,0.037098393,0.397512083,0.403729555,-0.002888846,0.488898431,0.471250227,0.042768548,0.256590299,0.380472715,0.236167849,0.319431483,0.532459386,0.214619107,0.361273743,0.510688433,0.266926677,0.449144466,0.53533046,0.239022515,0.235444111,0.495769011,0.27193591,0.358931676,0.470915504,0.233963787,0.420076745,0.439771468,0.16525345,0.338565114,0.314955804,0.076839472,0.349409179,0.398229153,0.065332438,0.386393436,0.429085649,0.179408797,0.431191803,0.414184052,0.310763251,0.346024404,0.521858265,0.217910408,0.298970216,0.474125353,0.228377557,0.373344179,0.479261886,0.221313122,0.362625693,0.452284176,0.219287342,0.329363439,0.394602831,0.151812087,0.240947558,0.411475131
103,LANDER,3,3,6,343,1.72,0.76,0.56,3.04,0.229931638,0.311561688,0.497021901,0.261084465,0.34243856,0.55956794,0.233024076,0.464032409,0.523960053,0.0266895,0.409611342,0.404554332,-0.002150603,0.483240008,0.470261247,0.039345322,0.239691203,0.389431172,0.220456225,0.292134557,0.505437161,0.200763013,0.315889712,0.490451879,0.261992038,0.42761182,0.528554911,0.227693465,0.235504904,0.485627349,0.265540654,0.337020203,0.454048136,0.234717288,0.387508399,0.434478572,0.156068177,0.32949294,0.315162168,0.076933477,0.344385016,0.401330414,0.070335411,0.369008403,0.418704617,0.192524586,0.441947544,0.425598363,0.300335152,0.348999315,0.516722275,0.201122122,0.262684452,0.458961466,0.225788797,0.377537259,0.472439874,0.211113801,0.352157632,0.452032625,0.195803722,0.292517483,0.380661489,0.125146577,0.281055567,0.384548205
104,ONEIDA_VR,3,3,5,344,1.69,0.74,0.57,3,0.217061443,0.321803059,0.487116353,0.25523072,0.332705988,0.545016252,0.23663598,0.449579855,0.530065837,0.030116376,0.380942383,0.398407683,-0.003080288,0.500460964,0.477445191,0.031723049,0.252875992,0.407855547,0.219735567,0.283214346,0.507053796,0.198963183,0.303732991,0.491140972,0.252485734,0.409275521,0.524054687,0.236852027,0.222852401,0.490943759,0.275268437,0.347071796,0.493093737,0.247864213,0.400202526,0.464336626,0.180116847,0.360482756,0.348608007,0.080167958,0.322402708,0.413383125,0.068903743,0.382031094,0.424034621,0.190351059,0.431938791,0.421023008,0.302439136,0.336219838,0.516279343,0.198123841,0.257915869,0.464875083,0.229571544,0.394106034,0.484193513,0.226449046,0.353745005,0.46592511,0.210673934,0.299769359,0.395786082,0.140945304,0.262101499,0.371372685
105,WL_358LH,3,3,4,345,1.78,0.81,0.5,3.09,0.282521372,0.326259677,0.544032604,0.29818783,0.411475873,0.575986074,0.248811868,0.473012102,0.517280823,0.030438573,0.3782548,0.39363274,0.004342057,0.488530393,0.456605372,0.056536121,0.269428777,0.350494418,0.25949689,0.324645315,0.539674329,0.24257563,0.367112342,0.517613212,0.283918552,0.472551363,0.537216683,0.252310701,0.250651922,0.497219183,0.286329248,0.391546904,0.484969207,0.261529819,0.439630158,0.452182882,0.167172098,0.338605033,0.32878435,0.077899919,0.333894397,0.399725101,0.090208254,0.340656272,0.412308954,0.186234061,0.443009572,0.420948452,0.303245449,0.390831752,0.503904306,0.195141273,0.247028718,0.406323953,0.223369047,0.416846427,0.449598929,0.229121613,0.379569613,0.444643501,0.189353931,0.278025187,0.350787558,0.124047764,0.301340389,0.351243504
106,FSG_421LH,3,3,3,346,2.19,0.8,0.55,3.54,0.288101503,0.374792528,0.533970635,0.309260694,0.451232625,0.569284525,0.257690887,0.479336387,0.512074647,0.018848512,0.426934377,0.409147157,-0.031095552,0.517166119,0.484147432,0.015184241,0.320993464,0.393334209,0.252282932,0.332690606,0.513022404,0.238248902,0.394598114,0.495486988,0.276682278,0.468461654,0.512402116,0.256954538,0.273164207,0.487543963,0.279683788,0.39871424,0.463636031,0.247914863,0.446427697,0.413312066,0.177218211,0.35117243,0.329386878,0.070004817,0.344584163,0.408740245,0.041845817,0.423385714,0.434433253,0.154398234,0.44328398,0.399409138,0.266040567,0.368824084,0.464180823,0.209030293,0.245590008,0.405894077,0.221837724,0.409330286,0.448145876,0.230797392,0.373146702,0.434165101,0.202527617,0.276981289,0.354157859,0.152381607,0.27720697,0.35679229
107,AMERISTAND_427_TQ,3,3,2,347,2.21,0.87,0.61,3.69,0.293810253,0.3102468,0.569396698,0.299569107,0.385605676,0.595110063,0.244336496,0.451187761,0.52132675,-0.004770559,0.486806171,0.440837616,-0.035897058,0.512020189,0.479500255,0.022080705,0.409333719,0.373055825,0.271093402,0.338605429,0.533284497,0.258619523,0.355686817,0.509887066,0.291608581,0.43478068,0.523565768,0.247445818,0.272163761,0.490082382,0.270611181,0.347251175,0.452035319,0.240230741,0.411574217,0.414488599,0.178472947,0.367577034,0.341348417,0.073689437,0.355707189,0.407872648,0.073147142,0.385291218,0.436147826,0.18502918,0.438811707,0.414430539,0.3085458,0.377482738,0.507523719,0.237564539,0.258762015,0.444373474,0.252820781,0.413738634,0.476549836,0.241253296,0.333894215,0.461091395,0.167771834,0.234064208,0.351538065,0.137775302,0.277756877,0.358218401
108,WL_349HQ,3,3,1,348,1.91,0.83,0.56,3.3,0.275391396,0.319628708,0.52166955,0.29060262,0.379365256,0.585833598,0.260308683,0.453701159,0.512754003,-0.013754293,0.504922068,0.440229742,-0.031043131,0.515643779,0.468239773,0.007232685,0.457707352,0.36206636,0.265110408,0.354665523,0.531895941,0.251279901,0.370454969,0.498500577,0.290602765,0.426615323,0.514003963,0.242662578,0.287496567,0.482252826,0.271194875,0.370875289,0.442323269,0.236711562,0.403313991,0.405053934,0.172914634,0.367344443,0.327337833,0.07002952,0.368320169,0.39043549,0.081345569,0.36023754,0.430746772,0.178582831,0.436517886,0.413096641,0.289597401,0.393411406,0.498007126,0.236162811,0.252778345,0.447077205,0.253230635,0.397761979,0.470402153,0.227014214,0.316273082,0.43959554,0.143996231,0.226740259,0.343727006,0.119044377,0.299069661,0.360078535
109,SW5606,4,4,36,413,1.38,0.46,0.36,2.21,0.331406763,0.417264307,0.58588626,0.367401362,0.447140743,0.594419296,0.254327406,0.462776108,0.502521985,0.002061259,0.486348666,0.460122681,0.042928851,0.460889408,0.415032553,0.030934941,0.418442288,0.376448114,0.244457738,0.360113175,0.475498183,0.179827332,0.299042959,0.450816699,0.278219332,0.426960065,0.506504603,0.260578939,0.290742086,0.48931475,0.212142519,0.353529814,0.384631975,0.16719435,0.408955093,0.362306345,0.160245673,0.239926524,0.315276793,0.095479052,0.309848578,0.410858183,0.099703839,0.381417402,0.378399867,0.176315878,0.459663524,0.415838429,0.237128423,0.34128621,0.467383077,0.170092068,0.217888774,0.383491172,0.228097017,0.295748035,0.458473174,0.159620438,0.297186601,0.427300016,0.188536939,0.193845242,0.35150182,0.082835346,0.276476165,0.284922118
110,PLUSS_III,4,4,35,414,1.29,0.44,0.37,2.1,0.323028325,0.370371386,0.599041293,0.366056642,0.429515882,0.596171714,0.243294171,0.443839034,0.521772339,-0.009943758,0.488996632,0.468099211,0.032198653,0.43909736,0.426033353,0.036295316,0.419473213,0.385567138,0.253320011,0.346644697,0.495489515,0.192759394,0.268142385,0.462714317,0.27846867,0.444363165,0.508749526,0.270239373,0.288514187,0.506837596,0.225001378,0.358924925,0.393029123,0.168533413,0.407767674,0.375450947,0.182352814,0.269141794,0.313752005,0.089016269,0.314852761,0.428358576,0.095111796,0.380849821,0.390733004,0.186165086,0.453661828,0.434485086,0.261143042,0.333117024,0.480915367,0.191587055,0.222908625,0.419090255,0.235215423,0.317916348,0.480225618,0.1904569,0.315711161,0.451559144,0.189026106,0.205378735,0.366794824,0.077078335,0.296659213,0.28262361
111,WL_349HQ,4,4,34,415,1.31,0.51,0.41,2.24,0.308902346,0.36390704,0.580499426,0.346427202,0.419145327,0.587490936,0.222765582,0.413171763,0.517898637,0.002013853,0.484491545,0.447824669,0.047415072,0.407107428,0.378197061,0.042176076,0.388039403,0.364873753,0.254758029,0.333018039,0.498486375,0.206811483,0.280631565,0.471097478,0.270691366,0.443978996,0.506596957,0.239970429,0.308275486,0.482711396,0.209503719,0.357634864,0.373100011,0.145368822,0.413428138,0.342622201,0.177600818,0.292784866,0.304036832,0.081527839,0.330079779,0.409031491,0.087268392,0.380989675,0.37776916,0.192627413,0.455223018,0.424258137,0.236428838,0.348758829,0.479126212,0.178734052,0.219648515,0.409546864,0.21698522,0.319513193,0.472847782,0.192860987,0.303867523,0.432518811,0.17380039,0.196587101,0.350497708,0.074844404,0.317162765,0.29062433
112,SW4602Z,4,4,33,416,1.25,0.46,0.35,2.05,0.306694591,0.392145867,0.570301873,0.346172971,0.433783759,0.577135458,0.213391021,0.405974906,0.498292861,-0.004961791,0.484360484,0.447445569,0.037720927,0.414924532,0.37445204,0.016655906,0.390849048,0.355640367,0.229914011,0.335979004,0.462001686,0.180985443,0.278521711,0.432101268,0.247707364,0.409091596,0.476686361,0.22094302,0.300104502,0.464298269,0.193571444,0.366177889,0.350824636,0.127719716,0.422779386,0.323899087,0.167231879,0.315772573,0.317191046,0.087789036,0.324527743,0.385910222,0.055576008,0.410219623,0.356775564,0.15777237,0.462849972,0.404801928,0.189042933,0.350626743,0.433198635,0.147040552,0.186253957,0.356714532,0.176888252,0.279534533,0.409264894,0.175873576,0.298737628,0.40744406,0.180459702,0.207741174,0.340041337,0.082382054,0.291512314,0.281177692
113,EZRA,4,4,32,417,1.5,0.44,0.42,2.36,0.28616685,0.320659268,0.564434997,0.328911187,0.361881111,0.5715241,0.205097789,0.387259555,0.502369975,-0.014140145,0.495464462,0.479722938,0.034562473,0.443875587,0.425138016,0.008734558,0.420459497,0.403629244,0.205525129,0.355907491,0.457067255,0.173468389,0.268825228,0.442612445,0.23586059,0.392236263,0.477790891,0.207440667,0.320254026,0.452788479,0.179101576,0.37786729,0.363575831,0.122840436,0.425525259,0.328176305,0.154238533,0.316042955,0.31096543,0.093843089,0.331599056,0.407605466,0.040710244,0.431474085,0.366031296,0.142733199,0.456929202,0.418088401,0.198537575,0.353655387,0.435365539,0.15828852,0.19630408,0.384105301,0.186448995,0.282898523,0.437087471,0.167709377,0.288595284,0.434615536,0.17864747,0.225672928,0.36597714,0.07840347,0.306658661,0.297853993
